age,Systolic blood pressure,Diastolic blood pressure,Fasting Glucose,Glycohemoglobin,Low-density lipoprotein,High-density lipoprotein,Triglyceride,hypertension,diabetes,Coronary Heart Disease,smoke,sleep time,stroke_pred_proba_percent
20,140,70,8.0,5.5,5.0,0.8,1.5,1,0,1,1,8,66.84
40,100,80,5.5,5.5,2.0,0.8,2.0,1,0,1,1,4,35.95
60,100,60,6.5,5.5,3.0,0.8,1.0,1,1,0,1,10,53.83
70,120,70,4.5,4.5,2.0,1.3,2.0,1,0,1,0,4,39.67
30,180,60,6.5,9.0,4.0,1.0,1.5,1,1,1,0,10,71.43
70,100,90,10.0,4.5,5.0,1.0,1.0,1,0,1,0,6,64.11
20,120,70,6.5,7.5,5.0,1.6,1.5,1,0,1,0,8,64.52
20,100,100,10.0,5.5,2.0,1.3,1.5,1,1,0,1,4,39.19
20,100,100,10.0,9.0,2.0,1.3,1.5,0,0,0,1,4,30.02
60,160,80,6.5,4.5,5.0,0.8,3.0,1,0,1,0,6,45.42
30,100,80,6.5,9.0,3.0,0.8,3.0,0,1,0,1,10,33.23
40,180,70,5.5,7.5,3.0,0.8,1.0,1,0,1,1,8,56.2
30,100,90,4.5,9.0,5.0,1.0,2.0,0,1,0,0,10,25.09
60,160,90,5.5,9.0,4.0,0.8,3.0,1,0,0,0,8,35.88
60,140,90,6.5,7.5,2.0,0.8,2.0,0,0,1,1,8,30.36
40,120,80,6.5,7.5,5.0,1.6,1.5,0,1,0,0,6,34.71
60,100,100,5.5,9.0,2.0,1.6,3.0,0,0,0,0,8,28.07
80,180,70,8.0,4.5,3.0,1.0,1.0,1,1,1,1,8,62.44
80,120,90,6.5,7.5,5.0,1.3,1.0,0,1,0,0,10,35.97
60,140,80,10.0,7.5,5.0,0.8,1.5,1,1,0,1,8,44.12
30,100,60,6.5,6.5,3.0,1.3,3.0,1,0,1,0,8,35.55
50,160,70,6.5,9.0,3.0,1.0,1.5,0,1,1,0,6,57.49
60,120,70,5.5,7.5,5.0,0.8,1.0,0,0,1,0,4,61.31
20,100,70,8.0,4.5,3.0,0.8,3.0,1,0,1,1,4,47.36
60,160,100,8.0,7.5,5.0,1.3,2.0,0,0,1,0,8,50.75
40,140,80,5.5,9.0,5.0,0.8,3.0,0,0,1,0,6,46.97
40,100,70,6.5,6.5,5.0,0.8,2.0,0,0,1,1,10,53.5
50,160,100,4.5,9.0,2.0,1.6,1.0,1,1,0,0,10,27.14
50,180,60,4.5,5.5,4.0,1.6,2.0,0,1,1,1,4,52.2
70,180,60,4.5,7.5,3.0,0.8,1.5,1,0,1,0,4,52.71
40,180,90,4.5,7.5,3.0,0.8,1.5,1,0,0,1,6,32.64
80,160,90,6.5,5.5,2.0,1.0,2.0,1,0,1,1,4,36.63
20,100,100,5.5,9.0,2.0,1.3,1.5,0,0,1,1,8,36.29
50,180,70,8.0,7.5,2.0,1.6,1.5,1,1,1,0,10,60.98
40,140,90,4.5,7.5,5.0,1.6,1.0,1,0,0,0,10,37.72
70,120,80,6.5,9.0,3.0,1.0,1.5,0,1,1,1,4,54.57
20,140,100,6.5,9.0,4.0,0.8,2.0,0,1,0,0,8,29.05
40,180,90,5.5,4.5,4.0,1.0,2.0,1,1,1,0,4,46.94
50,140,80,6.5,6.5,5.0,1.0,1.5,0,1,1,0,10,68.53
40,120,90,5.5,6.5,5.0,1.0,2.0,1,1,0,1,4,37.84
80,180,100,10.0,7.5,3.0,1.6,1.0,1,1,0,1,10,26.29
40,180,60,8.0,5.5,3.0,1.0,1.0,0,0,1,1,8,61.88
50,180,90,6.5,9.0,3.0,0.8,3.0,1,1,1,1,8,38.56
70,140,70,10.0,7.5,4.0,1.3,1.5,0,0,1,1,4,62.55
80,140,100,5.5,9.0,3.0,0.8,3.0,0,0,0,1,10,30.06
50,120,80,6.5,4.5,3.0,0.8,1.0,1,0,0,0,8,54.36
30,160,60,10.0,7.5,4.0,1.3,1.5,0,0,1,0,10,69.29
40,140,100,10.0,7.5,4.0,1.3,1.5,1,1,1,0,10,58.57
80,140,70,4.5,7.5,3.0,1.3,2.0,1,1,1,0,4,58.15
30,160,70,5.5,6.5,5.0,1.6,3.0,0,0,1,1,4,48.93
80,160,80,8.0,4.5,5.0,1.3,2.0,0,0,0,0,6,49.38
60,100,60,8.0,6.5,2.0,1.3,1.5,0,1,1,0,8,45.49
20,100,80,6.5,9.0,5.0,1.6,2.0,1,0,1,0,8,48.97
20,180,60,6.5,4.5,3.0,1.6,1.0,1,1,1,0,6,61.5
60,100,60,8.0,4.5,2.0,1.0,1.0,0,0,0,1,8,56.17
40,160,100,6.5,7.5,2.0,1.0,2.0,0,1,0,1,6,31.34
20,140,100,6.5,4.5,2.0,1.3,1.5,0,0,0,1,6,31.32
80,120,60,4.5,4.5,3.0,0.8,1.5,0,1,1,0,10,54.35
40,100,100,5.5,7.5,2.0,1.3,1.0,0,1,1,0,8,37.92
70,140,90,5.5,6.5,5.0,0.8,2.0,0,1,1,0,6,49.21
70,180,100,10.0,7.5,4.0,1.3,1.0,0,1,0,0,10,22.82
50,160,90,10.0,9.0,2.0,1.0,1.0,1,0,0,0,4,39.06
40,120,70,10.0,5.5,2.0,1.6,1.0,0,0,0,1,8,48.79
30,100,70,10.0,5.5,3.0,1.3,2.0,1,1,1,0,4,54.96
20,120,70,8.0,4.5,5.0,1.6,1.0,1,1,0,0,4,50.78
30,120,90,5.5,5.5,2.0,1.6,3.0,1,0,1,1,8,27.95
70,120,60,10.0,7.5,5.0,0.8,3.0,1,0,0,1,4,56.48
40,100,90,5.5,9.0,2.0,0.8,1.5,1,0,1,1,8,34.36
60,120,80,8.0,5.5,3.0,0.8,3.0,1,0,0,1,4,55.18
40,100,60,10.0,6.5,5.0,1.0,3.0,0,1,0,1,10,35.64
20,100,80,10.0,6.5,2.0,1.0,2.0,0,1,0,0,8,49.58
40,160,100,8.0,4.5,2.0,1.0,1.5,0,0,1,0,6,35.99
70,120,100,4.5,6.5,3.0,1.6,2.0,1,1,0,1,10,31.58
80,120,60,10.0,7.5,2.0,1.6,2.0,1,0,0,0,8,61.22
50,140,90,4.5,7.5,3.0,1.3,2.0,1,0,1,0,8,44.79
60,160,80,5.5,9.0,5.0,1.6,2.0,0,1,1,1,10,58.7
30,140,100,6.5,4.5,3.0,1.6,1.5,0,1,1,0,6,48.69
20,180,70,8.0,7.5,2.0,0.8,2.0,0,1,0,0,6,56.2
50,100,80,10.0,4.5,2.0,1.0,2.0,0,1,0,0,6,52.82
70,100,80,5.5,6.5,3.0,1.3,3.0,0,0,1,0,10,41.61
60,140,60,6.5,6.5,3.0,1.6,1.5,0,1,0,0,6,47.15
50,180,100,6.5,4.5,3.0,1.0,2.0,1,1,0,0,10,34.81
40,140,90,5.5,7.5,5.0,0.8,1.0,0,1,1,1,4,57.76
50,140,100,10.0,9.0,2.0,0.8,1.5,1,0,1,1,4,39.12
60,160,100,5.5,7.5,3.0,0.8,1.5,1,1,1,1,8,44.55
50,160,100,6.5,7.5,4.0,0.8,2.0,0,1,1,0,6,47.39
80,100,60,5.5,9.0,2.0,1.3,3.0,1,1,0,1,6,44.36
80,160,70,6.5,4.5,3.0,1.0,1.5,0,1,0,1,8,44.68
50,180,100,4.5,6.5,4.0,1.3,1.0,0,1,0,1,4,28.35
40,160,60,6.5,5.5,4.0,1.6,3.0,1,0,0,1,6,53.82
60,180,90,10.0,5.5,5.0,1.6,1.5,0,0,0,1,6,26.89
80,180,100,8.0,5.5,5.0,1.0,3.0,1,0,0,1,8,40.45
80,160,90,8.0,5.5,3.0,1.0,2.0,1,1,1,0,8,57.55
40,120,90,5.5,5.5,5.0,0.8,1.0,1,0,1,1,8,62.19
40,160,80,8.0,7.5,3.0,0.8,3.0,1,1,0,1,4,54.95
30,100,100,5.5,9.0,4.0,1.6,2.0,1,0,0,1,6,27.08
70,100,100,10.0,4.5,3.0,1.6,2.0,0,0,0,1,4,25.11
30,160,100,10.0,6.5,5.0,1.0,1.5,0,1,1,0,8,59.67
70,160,100,6.5,6.5,5.0,1.0,3.0,1,1,0,0,8,35.62
60,120,80,5.5,9.0,4.0,1.3,1.5,1,0,0,0,10,43.05
60,160,100,6.5,9.0,3.0,1.3,1.0,0,1,1,0,8,54.03
40,160,90,10.0,5.5,5.0,1.6,2.0,1,1,1,0,8,55.55
70,180,80,8.0,4.5,3.0,1.0,1.0,1,0,0,1,8,53.71
70,100,70,6.5,5.5,4.0,1.0,1.5,1,0,0,0,8,46.07
50,140,70,8.0,7.5,4.0,0.8,3.0,1,0,1,0,10,56.25
40,180,90,4.5,5.5,3.0,1.0,1.0,1,1,0,0,10,33.54
20,100,70,8.0,9.0,2.0,1.6,2.0,1,1,0,0,10,53.14
40,140,70,5.5,7.5,2.0,1.6,2.0,1,1,1,1,4,41.57
30,140,70,8.0,4.5,4.0,0.8,1.0,0,0,0,0,6,48.49
70,180,100,6.5,5.5,3.0,0.8,1.0,1,0,1,0,10,53.61
80,160,80,6.5,7.5,2.0,0.8,3.0,1,0,0,1,4,56.74
70,120,90,8.0,7.5,2.0,1.0,1.5,0,0,0,1,6,31.28
30,140,100,6.5,5.5,4.0,1.3,1.5,1,0,1,0,10,60.1
30,120,90,5.5,5.5,5.0,1.0,3.0,0,1,1,0,4,41.03
60,100,80,6.5,4.5,2.0,1.6,2.0,0,1,1,1,4,33.94
70,160,60,10.0,5.5,3.0,1.0,1.0,1,1,1,1,10,68.75
30,120,90,4.5,6.5,3.0,1.6,2.0,1,1,1,1,8,46.26
20,140,90,5.5,4.5,2.0,1.3,1.0,0,0,0,1,6,38.21
40,180,70,8.0,9.0,4.0,1.3,1.0,0,1,0,0,4,38.69
60,120,60,8.0,4.5,5.0,1.6,2.0,0,0,0,1,6,50.89
30,160,90,4.5,5.5,3.0,1.0,3.0,0,0,0,0,8,32.72
30,180,70,10.0,6.5,4.0,0.8,3.0,1,1,1,1,4,40.78
70,140,80,4.5,6.5,3.0,1.3,1.5,1,0,0,1,10,51.54
80,100,100,6.5,4.5,5.0,1.3,1.5,0,0,0,1,10,24.7
30,100,100,4.5,5.5,2.0,1.3,2.0,0,1,1,1,6,31.08
50,100,90,5.5,6.5,2.0,1.0,2.0,1,1,1,1,6,26.72
20,100,100,4.5,9.0,4.0,1.3,3.0,1,1,1,0,8,34.07
60,100,100,6.5,5.5,3.0,1.6,2.0,0,1,0,1,8,24.36
30,160,60,4.5,7.5,4.0,1.3,1.5,0,0,1,0,10,62.98
70,100,70,10.0,4.5,4.0,1.3,1.0,1,1,1,1,6,62.54
50,100,70,5.5,7.5,5.0,1.6,3.0,0,1,1,1,6,33.69
50,180,70,10.0,4.5,2.0,1.0,1.5,0,1,1,1,10,55.76
60,160,100,8.0,9.0,5.0,1.6,1.0,0,0,1,1,6,58.45
60,100,80,4.5,7.5,2.0,0.8,1.5,0,0,0,0,6,31.42
80,160,80,6.5,4.5,4.0,1.3,1.0,1,1,0,0,6,53.76
60,180,90,6.5,9.0,3.0,1.3,1.0,0,1,1,0,8,56.51
20,180,60,8.0,9.0,3.0,1.3,3.0,0,1,0,0,10,56.13
20,160,70,5.5,9.0,3.0,1.0,2.0,0,1,0,0,4,44.85
50,120,90,10.0,4.5,3.0,1.6,1.5,1,0,0,1,8,35.71
20,100,90,8.0,5.5,4.0,1.0,1.0,0,1,0,0,10,31.13
70,140,80,10.0,5.5,3.0,1.3,1.5,0,0,0,1,4,41.31
30,120,90,6.5,4.5,2.0,1.3,3.0,0,1,0,1,4,35.66
80,120,70,8.0,9.0,2.0,1.3,2.0,0,1,0,0,10,64.65
40,120,100,6.5,7.5,2.0,1.3,3.0,1,0,1,0,8,20.89
60,100,90,5.5,7.5,3.0,1.0,1.0,0,1,0,1,10,25.45
40,140,100,8.0,9.0,3.0,1.0,1.5,0,0,1,0,6,51.16
70,160,70,4.5,9.0,3.0,1.3,2.0,0,0,0,0,6,48.25
50,120,70,10.0,5.5,5.0,1.3,1.0,0,0,1,1,8,61.28
20,100,70,10.0,6.5,2.0,1.0,1.5,1,1,0,1,10,54.15
50,140,100,6.5,9.0,4.0,1.3,1.0,1,1,0,1,6,30.97
80,160,100,5.5,6.5,4.0,1.0,3.0,1,1,0,1,6,33.04
70,140,60,10.0,7.5,2.0,1.3,1.0,0,1,0,1,6,48.21
30,140,100,8.0,7.5,4.0,1.6,1.0,0,0,1,1,4,57.56
30,180,80,8.0,9.0,3.0,1.3,1.5,0,1,1,0,6,55.18
20,180,100,10.0,5.5,3.0,1.0,3.0,0,1,1,0,8,38.43
70,180,60,5.5,5.5,2.0,1.3,2.0,0,0,1,0,4,42.91
50,120,90,6.5,9.0,4.0,1.6,1.5,1,1,1,0,4,61.89
80,180,100,10.0,4.5,5.0,1.3,1.5,1,0,1,0,4,56.45
30,180,80,10.0,5.5,3.0,0.8,1.5,1,1,1,0,10,58.82
70,180,70,6.5,4.5,5.0,1.0,3.0,0,0,0,0,10,53.06
60,180,70,5.5,4.5,2.0,0.8,1.0,0,0,0,0,4,36.6
60,160,80,8.0,4.5,2.0,0.8,3.0,0,1,1,1,4,37.52
40,160,90,5.5,6.5,2.0,1.3,2.0,1,0,0,0,8,37.9
30,140,60,4.5,4.5,4.0,1.0,1.0,1,0,1,1,6,66.52
40,160,60,6.5,7.5,2.0,1.0,1.5,0,0,1,1,6,44.97
40,140,70,10.0,5.5,3.0,0.8,3.0,0,0,0,1,10,55.05
80,180,90,5.5,4.5,5.0,1.6,1.0,0,0,0,0,10,32.34
30,140,80,4.5,7.5,2.0,1.6,3.0,1,0,0,1,8,44.82
70,160,70,8.0,9.0,5.0,1.0,3.0,1,0,1,1,8,47.55
40,120,60,4.5,6.5,4.0,0.8,1.0,0,0,1,1,4,67.32
30,180,100,8.0,5.5,2.0,0.8,3.0,1,1,0,0,4,43.13
60,100,90,4.5,9.0,2.0,1.6,1.0,0,1,0,0,10,25.32
40,180,100,8.0,5.5,5.0,1.0,1.0,1,0,0,0,4,32.63
50,120,80,4.5,4.5,3.0,1.3,2.0,0,0,1,0,6,50.77
70,180,90,8.0,6.5,4.0,0.8,2.0,0,1,1,0,10,57.99
30,140,80,6.5,5.5,2.0,1.3,3.0,0,1,0,1,8,51.42
30,120,80,5.5,7.5,4.0,1.0,3.0,1,0,0,0,8,44.66
50,120,60,5.5,5.5,5.0,0.8,3.0,0,1,1,0,8,51.76
50,160,80,8.0,9.0,3.0,1.6,2.0,1,0,0,0,6,51.08
80,180,80,5.5,6.5,2.0,1.6,1.5,1,1,0,0,6,51.85
60,100,80,10.0,4.5,4.0,1.6,2.0,1,1,1,0,6,52.66
50,160,60,8.0,4.5,2.0,1.6,2.0,1,0,1,0,8,44.45
40,100,80,6.5,7.5,5.0,0.8,1.0,1,1,1,0,6,67.1
40,100,90,10.0,5.5,4.0,1.3,2.0,0,1,0,1,8,25.44
80,100,60,8.0,6.5,4.0,1.6,2.0,0,1,1,0,10,56.03
40,100,90,5.5,7.5,2.0,1.3,2.0,1,0,0,0,10,29.64
70,100,100,10.0,7.5,5.0,1.6,1.5,1,1,1,0,8,59.9
20,100,90,8.0,6.5,2.0,0.8,2.0,0,0,0,1,10,32.69
70,160,80,4.5,9.0,5.0,1.0,1.5,1,0,0,1,8,43.7
80,140,60,6.5,4.5,3.0,0.8,2.0,0,0,1,0,8,55.9
20,180,80,10.0,9.0,4.0,0.8,1.5,1,0,0,0,10,40.2
30,100,100,6.5,9.0,4.0,0.8,2.0,0,1,0,1,8,24.82
60,100,80,8.0,6.5,2.0,1.3,2.0,0,1,0,1,8,49.05
70,100,80,5.5,6.5,2.0,0.8,2.0,1,0,0,0,6,42.6
30,160,80,5.5,4.5,3.0,1.0,1.0,1,1,1,1,10,61.93
80,100,80,6.5,6.5,4.0,1.6,2.0,0,1,0,1,6,35.44
80,120,80,4.5,6.5,2.0,1.6,1.0,0,0,1,0,10,35.97
40,100,90,8.0,9.0,2.0,1.3,3.0,0,1,1,1,6,26.17
20,100,90,5.5,7.5,4.0,1.6,1.0,1,0,1,1,6,59.51
70,120,100,4.5,9.0,5.0,0.8,1.5,0,1,0,0,10,21.91
20,160,80,4.5,4.5,4.0,1.0,2.0,1,1,0,1,10,49.04
70,140,90,4.5,9.0,3.0,0.8,2.0,1,1,0,1,6,32.71
20,180,90,5.5,9.0,4.0,1.0,2.0,1,0,0,0,8,44.63
70,100,60,4.5,4.5,4.0,1.3,3.0,0,0,0,0,10,38.7
80,120,70,4.5,9.0,5.0,0.8,3.0,1,1,1,1,10,54.56
30,140,100,5.5,9.0,5.0,0.8,2.0,1,1,1,1,4,51.56
50,180,60,10.0,6.5,5.0,1.6,2.0,0,0,0,1,6,52.15
70,140,80,10.0,6.5,2.0,1.0,1.0,0,1,1,1,6,42.45
50,120,80,10.0,9.0,3.0,1.6,1.0,0,0,1,1,4,51.31
30,120,60,8.0,9.0,2.0,0.8,2.0,1,0,1,0,8,43.18
80,100,60,10.0,7.5,4.0,0.8,1.5,1,1,0,1,10,38.0
50,100,80,4.5,6.5,2.0,0.8,1.5,1,1,0,0,4,46.0
50,160,80,8.0,9.0,4.0,1.6,1.0,0,0,1,1,6,63.43
30,160,70,8.0,4.5,3.0,1.3,3.0,0,0,0,0,6,50.62
50,160,90,5.5,4.5,4.0,1.6,1.5,0,0,1,0,6,53.16
70,140,60,8.0,6.5,2.0,1.6,3.0,0,1,0,0,6,60.82
30,160,60,4.5,9.0,5.0,1.6,1.0,1,1,1,1,6,69.79
70,100,60,5.5,5.5,3.0,0.8,1.0,1,1,1,1,6,57.32
30,120,70,6.5,6.5,2.0,1.6,3.0,0,0,0,1,10,64.14
60,100,90,10.0,4.5,4.0,0.8,3.0,1,1,1,1,6,41.41
40,180,90,10.0,5.5,4.0,1.3,1.0,1,1,0,1,8,38.46
40,140,90,8.0,9.0,4.0,0.8,3.0,0,1,1,1,6,38.11
30,100,90,5.5,9.0,3.0,1.3,1.5,1,1,1,1,8,50.61
60,160,100,10.0,4.5,2.0,1.6,1.5,1,1,1,1,4,41.36
50,140,60,5.5,7.5,2.0,0.8,1.0,0,0,0,0,4,40.55
20,160,60,5.5,6.5,4.0,0.8,1.0,0,1,0,1,6,51.07
80,120,80,5.5,4.5,5.0,1.6,3.0,1,0,1,1,10,46.32
50,100,80,10.0,5.5,3.0,1.3,3.0,0,1,0,1,8,34.24
40,120,100,4.5,6.5,2.0,1.0,3.0,0,1,1,1,4,21.55
40,100,70,6.5,5.5,2.0,0.8,1.5,0,1,1,1,4,42.49
50,180,60,4.5,4.5,3.0,1.0,3.0,1,0,0,0,8,51.71
60,120,60,6.5,7.5,2.0,1.6,2.0,0,1,0,0,4,53.0
70,160,100,8.0,6.5,4.0,0.8,1.0,1,0,0,0,10,36.16
30,140,100,6.5,9.0,4.0,1.0,3.0,0,1,0,1,4,27.95
80,120,70,10.0,6.5,5.0,1.3,2.0,0,0,0,1,10,59.97
50,180,90,8.0,6.5,3.0,1.6,2.0,1,1,0,0,10,42.08
70,140,100,8.0,9.0,2.0,0.8,2.0,0,1,1,1,4,30.53
70,160,80,5.5,4.5,2.0,0.8,1.0,0,0,0,1,6,50.39
30,140,100,10.0,6.5,2.0,1.6,2.0,0,1,0,0,8,33.05
40,140,90,8.0,7.5,3.0,0.8,3.0,1,0,0,1,4,35.23
60,140,60,4.5,9.0,3.0,0.8,1.5,1,1,1,0,8,58.66
60,140,60,5.5,4.5,3.0,0.8,1.5,0,0,1,0,4,54.59
30,140,80,10.0,9.0,2.0,0.8,1.5,0,1,1,0,6,36.43
70,140,100,6.5,4.5,4.0,1.0,3.0,0,1,0,0,4,30.04
60,160,60,8.0,5.5,4.0,0.8,2.0,1,0,1,1,8,65.93
30,160,70,8.0,4.5,5.0,1.6,1.0,0,0,1,0,8,64.97
40,120,90,5.5,6.5,3.0,0.8,1.0,0,1,1,0,4,46.0
40,160,100,6.5,9.0,4.0,1.6,1.0,1,0,1,1,8,62.55
30,180,80,6.5,6.5,4.0,1.3,1.5,0,0,0,0,6,40.66
70,100,70,6.5,7.5,5.0,0.8,3.0,0,0,0,1,6,33.51
60,120,60,10.0,5.5,3.0,1.0,1.5,1,0,1,0,6,67.53
20,100,100,10.0,4.5,4.0,1.3,1.0,1,0,0,1,4,33.54
50,100,90,10.0,9.0,5.0,0.8,1.0,0,1,0,0,10,22.23
40,100,60,5.5,5.5,3.0,0.8,1.0,0,0,0,1,4,41.55
30,120,90,10.0,9.0,2.0,1.6,2.0,1,0,0,1,4,44.38
40,120,80,8.0,4.5,2.0,0.8,3.0,1,1,0,0,4,59.81
20,140,80,10.0,5.5,3.0,1.6,1.0,1,0,1,1,6,60.39
20,160,90,8.0,6.5,2.0,1.3,1.0,1,1,1,1,6,50.12
20,100,70,10.0,9.0,3.0,1.6,2.0,1,0,0,0,10,43.18
40,100,100,4.5,6.5,3.0,1.3,2.0,1,0,0,1,6,28.92
70,180,100,5.5,9.0,4.0,1.6,3.0,0,1,1,0,8,41.54
40,160,100,8.0,9.0,4.0,1.6,1.0,0,0,1,1,10,58.82
50,180,90,6.5,7.5,2.0,1.0,1.0,1,1,0,0,8,33.11
70,140,80,5.5,6.5,2.0,1.6,1.0,0,0,0,0,10,47.08
70,100,90,10.0,7.5,5.0,1.6,3.0,0,0,0,0,6,21.6
30,180,80,10.0,7.5,2.0,1.6,3.0,0,0,1,1,4,38.37
80,140,100,8.0,5.5,2.0,1.6,2.0,1,1,1,0,6,29.85
20,160,100,10.0,9.0,4.0,1.0,1.0,1,1,0,0,8,34.91
50,160,60,4.5,5.5,2.0,1.6,1.5,1,1,1,0,6,46.44
40,140,90,8.0,5.5,2.0,1.6,2.0,1,0,0,1,10,43.47
30,180,100,5.5,7.5,2.0,1.3,3.0,1,1,0,0,8,37.6
60,160,100,6.5,5.5,3.0,0.8,3.0,1,1,1,0,8,41.12
70,140,100,5.5,6.5,4.0,1.3,3.0,1,1,0,0,8,31.02
40,120,80,4.5,4.5,3.0,1.0,3.0,1,1,1,0,4,47.93
40,140,90,4.5,7.5,4.0,1.0,2.0,1,0,0,1,10,34.26
60,120,80,10.0,4.5,3.0,1.6,1.0,0,0,0,1,8,43.01
50,180,80,5.5,7.5,4.0,1.0,1.0,0,0,1,0,4,62.21
60,100,100,10.0,6.5,5.0,1.6,1.5,0,1,0,0,4,24.81
50,140,100,10.0,6.5,2.0,1.6,1.0,1,0,0,0,4,36.46
60,140,90,5.5,4.5,2.0,1.0,1.0,1,1,1,0,10,38.81
30,160,70,4.5,7.5,3.0,1.0,1.5,1,1,0,1,10,50.72
60,140,60,5.5,6.5,4.0,0.8,1.0,0,0,0,1,10,57.37
50,180,90,4.5,6.5,2.0,1.3,1.5,0,0,0,1,6,30.28
70,120,70,10.0,5.5,2.0,1.6,1.5,1,0,0,1,8,58.28
70,140,60,8.0,5.5,5.0,1.0,2.0,1,1,0,1,4,58.08
80,120,100,4.5,6.5,4.0,0.8,1.0,1,1,1,0,4,58.35
70,120,80,8.0,9.0,2.0,0.8,1.5,1,1,1,0,6,39.07
80,140,80,5.5,4.5,3.0,0.8,1.5,1,0,1,0,4,50.51
30,160,80,8.0,7.5,5.0,1.0,3.0,0,0,1,0,6,44.81
20,180,80,8.0,6.5,3.0,1.6,1.0,0,1,0,1,8,43.03
60,140,60,6.5,7.5,3.0,1.3,3.0,0,0,1,1,10,56.48
40,180,90,6.5,7.5,4.0,1.3,1.0,0,1,1,0,8,65.64
20,160,70,8.0,5.5,2.0,1.3,3.0,1,1,1,0,6,42.42
70,100,80,6.5,7.5,5.0,1.0,1.5,1,1,0,0,6,39.57
70,120,80,4.5,9.0,4.0,1.0,3.0,0,0,1,0,10,44.94
40,120,90,6.5,6.5,2.0,1.3,2.0,0,0,0,1,6,35.62
60,100,70,8.0,9.0,4.0,1.0,3.0,1,1,0,1,8,42.15
20,140,80,6.5,7.5,2.0,1.3,3.0,0,0,1,1,6,28.96
40,160,60,10.0,4.5,5.0,1.6,1.5,1,1,1,0,10,67.56
80,100,60,4.5,9.0,3.0,1.3,1.5,1,0,0,0,4,44.34
50,180,90,8.0,7.5,2.0,1.0,1.5,0,0,1,0,4,45.73
70,180,100,4.5,7.5,3.0,1.0,1.0,0,1,0,1,6,23.44
50,120,70,6.5,9.0,2.0,1.6,1.5,1,0,0,0,10,58.98
70,140,90,6.5,6.5,4.0,0.8,1.5,1,0,1,1,6,65.38
50,120,100,4.5,5.5,3.0,1.6,1.0,1,0,0,1,6,38.8
50,100,90,5.5,7.5,5.0,1.6,1.0,0,0,1,0,6,59.17
20,160,60,4.5,7.5,2.0,1.6,2.0,0,0,0,1,6,44.34
40,100,70,10.0,6.5,3.0,1.6,2.0,1,0,0,0,10,42.46
60,180,60,4.5,9.0,2.0,1.0,2.0,0,1,0,1,6,38.41
40,180,60,6.5,5.5,3.0,0.8,3.0,0,1,0,0,4,47.56
80,160,100,5.5,6.5,5.0,1.6,3.0,0,1,0,1,6,30.37
70,120,80,8.0,9.0,4.0,1.6,3.0,1,0,0,0,4,52.26
30,140,70,8.0,9.0,5.0,1.3,3.0,0,1,1,1,8,44.98
60,180,70,10.0,6.5,4.0,1.3,1.5,0,0,1,1,4,62.78
60,160,60,4.5,7.5,2.0,1.6,1.5,0,1,0,1,6,36.23
70,180,100,6.5,7.5,4.0,1.6,2.0,0,0,0,0,8,33.28
40,140,60,10.0,7.5,2.0,1.0,2.0,1,0,1,0,6,47.18
70,100,90,10.0,9.0,4.0,1.0,2.0,0,0,0,1,8,23.36
70,160,90,8.0,7.5,4.0,1.3,1.5,1,0,0,1,8,35.51
80,160,80,4.5,6.5,2.0,0.8,1.5,1,1,0,0,4,44.5
70,100,90,10.0,6.5,3.0,1.3,3.0,1,0,0,1,6,28.11
60,180,90,5.5,6.5,5.0,1.6,2.0,0,1,0,0,6,40.55
60,140,100,5.5,9.0,2.0,1.0,3.0,1,0,1,0,6,24.6
20,100,70,10.0,5.5,5.0,1.3,3.0,0,0,0,0,8,34.18
50,100,60,10.0,4.5,5.0,0.8,1.0,1,0,0,1,10,45.03
50,100,100,4.5,7.5,4.0,0.8,1.5,0,0,0,0,4,22.76
80,100,70,10.0,4.5,3.0,1.6,1.0,1,0,0,0,6,48.32
30,120,90,8.0,9.0,3.0,1.3,1.0,1,0,1,1,10,54.3
80,140,70,6.5,5.5,2.0,0.8,1.5,1,1,1,0,4,43.7
40,180,100,10.0,4.5,5.0,1.3,1.5,1,0,1,0,10,56.35
40,180,90,6.5,6.5,2.0,0.8,1.0,0,1,1,0,8,53.7
70,160,70,5.5,6.5,3.0,1.3,1.5,1,0,0,0,8,48.05
50,120,100,8.0,4.5,4.0,1.0,3.0,1,1,0,1,8,31.54
70,120,100,10.0,9.0,3.0,1.6,1.0,1,1,1,1,6,52.3
20,160,80,8.0,4.5,2.0,1.6,3.0,0,0,1,0,6,35.23
40,160,60,10.0,4.5,2.0,1.3,1.0,0,1,1,1,8,43.48
80,120,80,5.5,4.5,4.0,1.3,2.0,0,0,0,0,4,46.66
70,120,60,6.5,9.0,2.0,1.0,3.0,1,1,1,1,8,33.49
80,120,70,10.0,4.5,5.0,1.3,2.0,1,0,1,0,4,55.76
60,100,100,8.0,7.5,2.0,1.6,3.0,1,1,1,1,4,28.32
40,140,60,5.5,4.5,4.0,1.3,1.5,0,0,0,1,10,47.4
40,120,60,5.5,7.5,3.0,1.3,1.0,1,1,1,0,4,55.11
70,120,70,8.0,6.5,3.0,1.3,2.0,1,0,1,1,4,57.41
30,120,90,8.0,5.5,4.0,1.0,3.0,1,1,1,0,10,46.89
80,180,80,10.0,9.0,5.0,1.6,1.0,0,1,0,0,6,33.61
50,140,90,5.5,9.0,3.0,1.0,2.0,1,1,1,0,8,43.28
70,180,100,4.5,5.5,3.0,1.0,1.0,1,1,1,0,4,51.79
